Country_code,Country,Year_decision,Year_first_decision,Year_target,Target_minimum,Target_maximum,Target_average,Target_consistent,Unit,Target_type,RE_technology,Miscellaneous,Source,added_in_version,change_reason,status,status_changed_in_version
DOM,Dominican Republic,2016,2009,2050,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
DOM,Dominican Republic,2018,2009,2030,,70.0,70.0,70.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,V3,New non-EU-27 observation added in V3,active,V3
DOM,Dominican Republic,2022,2009,2030,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,V3,New non-EU-27 observation added in V3,active,V3
DOM,Dominican Republic,2012,2012,2025,,25.0,25.0,25.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
DOM,Dominican Republic,2020,2012,2050,,100.0,100.0,100.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
DOM,Dominican Republic,2023,2012,2030,,27.0,27.0,27.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V3,New non-EU-27 observation added in V3,active,V3
ECU,Ecuador,2014,2014,2017,,85.0,85.0,85.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
ECU,Ecuador,2016,2014,2017,,90.0,90.0,90.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
ECU,Ecuador,2021,2014,2030,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
EGY,Egypt,2005,2005,2010,,3.0,3.0,3.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
EGY,Egypt,2005,2005,2020,,14.0,14.0,14.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
EGY,Egypt,2007,2005,2020,,20.0,20.0,20.0,Percent,Electricity ,All technologies,,https://www.ren21.net/Portals/0/documents/activities/gsr/RE2007_Global_Status_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
EGY,Egypt,2016,2005,2022,,20.0,20.0,20.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
EGY,Egypt,2021,2005,2030,,42.0,42.0,42.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
EGY,Egypt,2022,2005,2035,,42.0,42.0,42.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf,V3,New non-EU-27 observation added in V3,active,V3
EGY,Egypt,2011,2011,2020,,20.0,20.0,20.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
EGY,Egypt,2019,2011,2020,,25.0,25.0,25.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,V3,New non-EU-27 observation added in V3,active,V3
SLV,El Salvador,2021,2021,2025,,83.7,83.7,83.7,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
SLV,El Salvador,2021,2021,2030,,86.1,86.1,86.1,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
ERI,Eritrea,2011,2011,NA,,50.0,50.0,50.0,Percent,Electricity ,All technologies,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,V3,New non-EU-27 observation added in V3,active,V3
ERI,Eritrea,2015,2011,2030,,70.0,70.0,70.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,V3,New non-EU-27 observation added in V3,active,V3
EST,Estonia,2004,2004,2010,,5.1,5.1,5.1,Percent,Electricity ,All technologies ,,https://www.sciencedirect.com/science/article/pii/S1364032105000535,V1,,active,V1
EST,Estonia,2010,2004,2015,,8.0,8.0,8.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,V1,,active,V1
EST,Estonia,2011,2004,2015,,18.0,18.0,18.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,V1,,active,V1
EST,Estonia,2016,2004,2020,,17.6,17.6,17.6,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V1,,active,V1
EST,Estonia,2019,2004,2030,,60.0,60.0,60.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
EST,Estonia,2023,2004,2030,,100.0,100.0,100.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
EST,Estonia,2009,2009,2020,,25.0,25.0,25.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,V1,,active,V1
EST,Estonia,2020,2009,2030,,42.0,42.0,42.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V1,,active,V1
EST,Estonia,2023,2009,2030,,65.0,65.0,65.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V1,,active,V1
SWZ,Eswatini,2020,2020,2030,,32.0,32.0,32.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
SWZ,Eswatini,2021,2020,2030,,50.0,50.0,50.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
ETH,Ethiopia,2016,2016,2050,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
ETH,Ethiopia,2020,2016,2030,,32.0,32.0,32.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
ETH,Ethiopia,2020,2020,2030,,32.0,32.0,32.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
FJI,Fiji,2012,2012,2015,,90.0,90.0,90.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
FJI,Fiji,2013,2012,2030,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
FJI,Fiji,2020,2012,2020,,81.0,81.0,81.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
FJI,Fiji,2009,2009,2013,,100.0,100.0,100.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
FJI,Fiji,2013,2009,2030,,23.0,23.0,23.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
FJI,Fiji,2020,2009,2036,,100.0,100.0,100.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
FJI,Fiji,2023,2009,2030,,100.0,100.0,100.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V3,New non-EU-27 observation added in V3,active,V3
FIN,Finland,2001,2001,2010,,31.5,31.5,31.5,Percent,Electricity ,All technologies ,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN,V1,,active,V1
FIN,Finland,2013,2001,2020,,33.0,33.0,33.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,V1,,active,V1
FIN,Finland,2019,2001,2030,,93.0,93.0,93.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
FIN,Finland,2023,2001,2030,,97.0,97.0,97.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
FIN,Finland,2009,2009,2020,,38.0,38.0,38.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,V1,,active,V1
FIN,Finland,2012,2009,2015,,25.0,25.0,25.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,V1,,active,V1
FIN,Finland,2012,2009,2025,,40.0,40.0,40.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,V1,,active,V1
FIN,Finland,2020,2009,2025,,44.0,44.0,44.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V1,,active,V1
FIN,Finland,2020,2009,2030,,51.0,51.0,51.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V1,,active,V1
FIN,Finland,2023,2009,2030,,50.0,50.0,50.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V1,,active,V1
FRA,France,2001,2001,2010,,21.0,21.0,21.0,Percent,Electricity ,All technologies ,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN,V1,,active,V1
FRA,France,2011,2001,2020,,27.0,27.0,27.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,V1,,active,V1
FRA,France,2015,2001,2030,,40.0,40.0,40.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,V1,,active,V1
FRA,France,2019,2001,2030,,95.0,95.0,95.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
FRA,France,2023,2001,2030,,96.0,96.0,96.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
FRA,France,2006,2006,2020,,10.0,10.0,10.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf,V1,,active,V1
FRA,France,2010,2006,2020,,23.0,23.0,23.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,V1,,active,V1
FRA,France,2011,2006,2020,,27.0,27.0,27.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,V1,,active,V1
FRA,France,2014,2006,2030,,32.0,32.0,32.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,V1,,active,V1
FRA,France,2023,2006,2030,,33.0,33.0,33.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V1,,active,V1
GAB,Gabon,2011,2011,2020,,70.0,70.0,70.0,Percent,Electricity ,All technologies,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,V3,New non-EU-27 observation added in V3,active,V3
GAB,Gabon,2015,2011,2025,,80.0,80.0,80.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,V3,New non-EU-27 observation added in V3,active,V3
GAB,Gabon,2020,2011,2020,,80.0,80.0,80.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GAB,Gabon,2010,2010,2020,,80.0,80.0,80.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GMB,Gambia (Republic of The),2014,2014,2020,,35.0,35.0,35.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GMB,Gambia (Republic of The),2016,2014,2050,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GMB,Gambia (Republic of The),2020,2014,2030,,48.0,48.0,48.0,Percent,Electricity ,All technologies,Only grid-connected,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GMB,Gambia (Republic of The),2020,2020,2050,,100.0,100.0,100.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GMB,Gambia (Republic of The),2023,2020,2025,,40.0,40.0,40.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V3,New non-EU-27 observation added in V3,active,V3
GEO,Georgia,2020,2020,2030,,35.0,35.0,35.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GEO,Georgia,2023,2020,2030,,27.0,27.0,27.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V3,New non-EU-27 observation added in V3,active,V3
DEU,Germany,2004,2004,2010,,12.5,12.5,12.5,Percent,Electricity ,All technologies ,,https://www.clearingstelle-eeg-kwkg.de/sites/default/files/node/8/EEG_2004_Englische_Version.pdf,V1,,active,V1
DEU,Germany,2009,2004,2020,,30.0,30.0,30.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2009,2004,2030,,50.0,50.0,50.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2010,2004,2040,,65.0,65.0,65.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2010,2004,2050,,80.0,80.0,80.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2014,2004,2025,40.0,45.0,42.5,42.5,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2014,2004,2035,55.0,60.0,57.5,57.5,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2019,2004,2030,,62.0,62.0,62.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
DEU,Germany,2006,2006,2020,,18.0,18.0,18.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2010,2006,2030,,30.0,30.0,30.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2010,2006,2040,,45.0,45.0,45.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,V1,,active,V1
DEU,Germany,2010,2006,2050,,60.0,60.0,60.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,V1,,active,V1
GHA,Ghana,2009,2009,2020,,10.0,10.0,10.0,Percent,Electricity ,All technologies,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,V3,New non-EU-27 observation added in V3,active,V3
GHA,Ghana,2016,2009,2050,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GHA,Ghana,2021,2009,2030,,10.0,10.0,10.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GRC,Greece,2001,2001,2010,,20.1,20.1,20.1,Percent,Electricity ,All technologies ,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN,V1,,active,V1
GRC,Greece,2011,2001,2020,,40.0,40.0,40.0,Percent,Electricity ,All technologies ,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,V1,,active,V1
GRC,Greece,2019,2001,2030,,65.0,65.0,65.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
GRC,Greece,2023,2001,2030,,81.0,81.0,81.0,Percent,Electricity ,All technologies ,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,V1,,active,V1
GRC,Greece,2009,2009,2020,,18.0,18.0,18.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,V1,,active,V1
GRC,Greece,2011,2009,2020,,20.0,20.0,20.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,V1,,active,V1
GRC,Greece,2019,2009,2030,,35.0,35.0,35.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,V1,,active,V1
GRD,Grenada,2016,2016,2050,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GRD,Grenada,2020,2016,2020,,20.0,20.0,20.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GRD,Grenada,2021,2016,2025,,10.0,10.0,10.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GRD,Grenada,2023,2023,2035,,25.0,25.0,25.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V3,New non-EU-27 observation added in V3,active,V3
GTM,Guatemala,2011,2011,2022,,70.0,70.0,70.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GTM,Guatemala,2012,2011,2022,,60.0,60.0,60.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GTM,Guatemala,2013,2011,2027,,80.0,80.0,80.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GTM,Guatemala,2015,2011,2030,,80.0,80.0,80.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,V3,New non-EU-27 observation added in V3,active,V3
GTM,Guatemala,2016,2011,2050,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GTM,Guatemala,2012,2012,2026,,80.0,80.0,80.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GTM,Guatemala,2013,2012,2020,,80.0,80.0,80.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GIN,Guinea,2013,2013,2025,,8.0,8.0,81.85,Percent,Electricity ,Wind and solar,OtherRE (hydro) 73.85% in 2013,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GIN,Guinea,2015,2015,2030,,30.0,30.0,30.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,V3,New non-EU-27 observation added in V3,active,V3
GNB,Guinea Bissau,2014,2014,2015,,2.0,2.0,2.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GNB,Guinea Bissau,2022,2014,2030,,58.0,58.0,58.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,V3,New non-EU-27 observation added in V3,active,V3
GNB,Guinea Bissau,2020,2020,2030,,30.0,30.0,30.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GNB,Guinea Bissau,2023,2020,2030,,50.0,50.0,50.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,V3,New non-EU-27 observation added in V3,active,V3
GUY,Guyana,2012,2012,NA,,90.0,90.0,90.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
GUY,Guyana,2020,2012,2025,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
GUY,Guyana,2015,2015,2025,,20.0,20.0,20.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,V3,New non-EU-27 observation added in V3,active,V3
GUY,Guyana,2022,2015,2025,,100.0,100.0,100.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf,V3,New non-EU-27 observation added in V3,active,V3
HTI,Haiti,2014,2014,2020,,50.0,50.0,50.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
HTI,Haiti,2015,2014,2030,,47.0,47.0,47.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,V3,New non-EU-27 observation added in V3,active,V3
HTI,Haiti,2016,2014,2050,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
HTI,Haiti,2018,2014,2030,,70.0,70.0,70.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,V3,New non-EU-27 observation added in V3,active,V3
HTI,Haiti,2022,2014,2022,,28.0,28.0,28.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,V3,New non-EU-27 observation added in V3,active,V3
HTI,Haiti,2022,2014,2027,,46.0,46.0,46.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,V3,New non-EU-27 observation added in V3,active,V3
HTI,Haiti,2020,2020,2050,,100.0,100.0,100.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
HND,Honduras,2013,2013,2022,,60.0,60.0,60.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
HND,Honduras,2013,2013,2038,,80.0,80.0,80.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
HND,Honduras,2016,2013,2050,,100.0,100.0,100.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,V3,New non-EU-27 observation added in V3,active,V3
HND,Honduras,2018,2013,2030,,70.0,70.0,70.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,V3,New non-EU-27 observation added in V3,active,V3
HND,Honduras,2021,2013,2034,,80.0,80.0,80.0,Percent,Electricity ,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
HND,Honduras,2020,2020,2050,,100.0,100.0,100.0,Percent,Final energy,All technologies,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,V3,New non-EU-27 observation added in V3,active,V3
