Country_code;Year_decision;Country;Country_short;Region;Income_group;Year_first_decision;Year_target;Year_latest_target;Target_minimum;Target_maximum;Target_average;Unit;Target_type;RE_technology;Target_consistent;Miscellaneous;Source;Note.changes;added_in_version;change_reason;status;status_changed_in_version
DOM;2012;Dominican Republic;Dominican Rep;Latin America & Caribbean;Upper middle income;2012;2025;2050;NA;25;25;Percent;Final energy;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DOM;2016;Dominican Republic;Dominican Rep;Latin America & Caribbean;Upper middle income;2009;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DOM;2018;Dominican Republic;Dominican Rep;Latin America & Caribbean;Upper middle income;2009;2030;2050;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DOM;2020;Dominican Republic;Dominican Rep;Latin America & Caribbean;Upper middle income;2012;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DOM;2022;Dominican Republic;Dominican Rep;Latin America & Caribbean;Upper middle income;2009;2030;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DOM;2023;Dominican Republic;Dominican Rep;Latin America & Caribbean;Upper middle income;2012;2030;2050;NA;27;27;Percent;Final energy;All technologies;27;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DZA;2009;Algeria;Algeria;Middle East & North Africa;Upper middle income;2009;2010;2030;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DZA;2010;Algeria;Algeria;Middle East & North Africa;Upper middle income;2009;2017;2030;NA;5;5;Percent;Electricity;All technologies;5;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DZA;2010;Algeria;Algeria;Middle East & North Africa;Upper middle income;2009;2030;2030;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DZA;2011;Algeria;Algeria;Middle East & North Africa;Upper middle income;2011;2030;2030;NA;40;40;Percent;Final energy;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DZA;2012;Algeria;Algeria;Middle East & North Africa;Upper middle income;2009;2030;2030;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DZA;2014;Algeria;Algeria;Middle East & North Africa;Upper middle income;2009;2030;2030;NA;27;27;Percent;Electricity;All technologies;27;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
DZA;2015;Algeria;Algeria;Middle East & North Africa;Upper middle income;2011;2030;2030;NA;37;37;Percent;Final energy;All technologies;37;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ECU;2014;Ecuador;Ecuador;Latin America & Caribbean;Upper middle income;2014;2017;2030;NA;85;85;Percent;Electricity;All technologies;85;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ECU;2016;Ecuador;Ecuador;Latin America & Caribbean;Upper middle income;2014;2017;2030;NA;90;90;Percent;Electricity;All technologies;90;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ECU;2021;Ecuador;Ecuador;Latin America & Caribbean;Upper middle income;2014;2030;2030;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
EGY;2005;Egypt;Egypt;Middle East & North Africa;Lower middle income;2005;2020;2035;NA;14;14;Percent;Electricity;All technologies;14;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
EGY;2005;Egypt;Egypt;Middle East & North Africa;Lower middle income;2005;2010;2035;NA;3;3;Percent;Electricity;All technologies;3;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
EGY;2007;Egypt;Egypt;Middle East & North Africa;Lower middle income;2005;2020;2035;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/Portals/0/documents/activities/gsr/RE2007_Global_Status_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
EGY;2011;Egypt;Egypt;Middle East & North Africa;Lower middle income;2011;2020;2020;NA;20;20;Percent;Final energy;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
EGY;2016;Egypt;Egypt;Middle East & North Africa;Lower middle income;2005;2022;2035;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
EGY;2019;Egypt;Egypt;Middle East & North Africa;Lower middle income;2011;2020;2020;NA;25;25;Percent;Final energy;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
EGY;2021;Egypt;Egypt;Middle East & North Africa;Lower middle income;2005;2030;2035;NA;42;42;Percent;Electricity;All technologies;42;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
EGY;2022;Egypt;Egypt;Middle East & North Africa;Lower middle income;2005;2035;2035;NA;42;42;Percent;Electricity;All technologies;42;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ERI;2011;Eritrea;Eritrea;Sub-Saharan Africa;Low income;2011;NA;2030;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ERI;2015;Eritrea;Eritrea;Sub-Saharan Africa;Low income;2011;2030;2030;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ESP;2001;Spain;Spain;Europe & Central Asia;High income;2001;2010;2030;NA;29;29;Percent;Electricity;All technologies;29;;https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN;;V1;;active;V1
ESP;2006;Spain;Spain;Europe & Central Asia;High income;2006;2020;2030;NA;20;20;Percent;Final energy;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf;;V1;;active;V1
ESP;2011;Spain;Spain;Europe & Central Asia;High income;2001;2020;2030;NA;38;38;Percent;Electricity;All technologies;38;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V1;;active;V1
ESP;2011;Spain;Spain;Europe & Central Asia;High income;2006;2020;2030;NA;21;21;Percent;Final energy;All technologies;21;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V1;;active;V1
ESP;2019;Spain;Spain;Europe & Central Asia;High income;2001;2030;2030;NA;83;83;Percent;Electricity;All technologies;83;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
ESP;2019;Spain;Spain;Europe & Central Asia;High income;2006;2030;2030;NA;42;42;Percent;Final energy;All technologies;42;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V1;;active;V1
ESP;2023;Spain;Spain;Europe & Central Asia;High income;2001;2030;2030;NA;90;90;Percent;Electricity;All technologies;90;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
EST;2004;Estonia;Estonia;Europe & Central Asia;High income;2004;2010;2030;NA;5;5;Percent;Electricity;All technologies;5;;https://www.sciencedirect.com/science/article/pii/S1364032105000535;;V1;;active;V1
EST;2009;Estonia;Estonia;Europe & Central Asia;High income;2009;2020;2030;NA;25;25;Percent;Final energy;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
EST;2010;Estonia;Estonia;Europe & Central Asia;High income;2004;2015;2030;NA;8;8;Percent;Electricity;All technologies;8;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V1;;active;V1
EST;2011;Estonia;Estonia;Europe & Central Asia;High income;2004;2015;2030;NA;18;18;Percent;Electricity;All technologies;18;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V1;;active;V1
EST;2016;Estonia;Estonia;Europe & Central Asia;High income;2004;2020;2030;NA;18;18;Percent;Electricity;All technologies;18;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V1;;active;V1
EST;2019;Estonia;Estonia;Europe & Central Asia;High income;2004;2030;2030;NA;60;60;Percent;Electricity;All technologies;60;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
EST;2020;Estonia;Estonia;Europe & Central Asia;High income;2009;2030;2030;NA;42;42;Percent;Final energy;All technologies;42;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
EST;2023;Estonia;Estonia;Europe & Central Asia;High income;2009;2030;2030;NA;65;65;Percent;Final energy;All technologies;65;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
EST;2023;Estonia;Estonia;Europe & Central Asia;High income;2004;2030;2030;NA;100;100;Percent;Electricity;All technologies;100;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
ETH;2016;Ethiopia;Ethiopia;Sub-Saharan Africa;Low income;2016;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ETH;2020;Ethiopia;Ethiopia;Sub-Saharan Africa;Low income;2020;2030;2030;NA;32;32;Percent;Final energy;All technologies;32;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ETH;2020;Ethiopia;Ethiopia;Sub-Saharan Africa;Low income;2016;2030;2050;NA;32;32;Percent;Electricity;All technologies;32;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FIN;2001;Finland;Finland;Europe & Central Asia;High income;2001;2010;2030;NA;32;32;Percent;Electricity;All technologies;32;;https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN;;V1;;active;V1
FIN;2009;Finland;Finland;Europe & Central Asia;High income;2009;2020;2030;NA;38;38;Percent;Final energy;All technologies;38;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
FIN;2012;Finland;Finland;Europe & Central Asia;High income;2009;2025;2030;NA;40;40;Percent;Final energy;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V1;;active;V1
FIN;2012;Finland;Finland;Europe & Central Asia;High income;2009;2015;2030;NA;25;25;Percent;Final energy;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V1;;active;V1
FIN;2013;Finland;Finland;Europe & Central Asia;High income;2001;2020;2030;NA;33;33;Percent;Electricity;All technologies;33;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V1;;active;V1
FIN;2019;Finland;Finland;Europe & Central Asia;High income;2001;2030;2030;NA;93;93;Percent;Electricity;All technologies;93;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
FIN;2020;Finland;Finland;Europe & Central Asia;High income;2009;2030;2030;NA;51;51;Percent;Final energy;All technologies;51;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
FIN;2020;Finland;Finland;Europe & Central Asia;High income;2009;2025;2030;NA;44;44;Percent;Final energy;All technologies;44;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
FIN;2023;Finland;Finland;Europe & Central Asia;High income;2001;2030;2030;NA;97;97;Percent;Electricity;All technologies;97;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
FIN;2023;Finland;Finland;Europe & Central Asia;High income;2009;2030;2030;NA;50;50;Percent;Final energy;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
FJI;2009;Fiji;Fiji;East Asia & Pacific;Upper middle income;2009;2013;2036;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FJI;2012;Fiji;Fiji;East Asia & Pacific;Upper middle income;2012;2015;2030;NA;90;90;Percent;Electricity;All technologies;90;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FJI;2013;Fiji;Fiji;East Asia & Pacific;Upper middle income;2012;2030;2030;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FJI;2013;Fiji;Fiji;East Asia & Pacific;Upper middle income;2009;2030;2036;NA;23;23;Percent;Final energy;All technologies;23;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FJI;2020;Fiji;Fiji;East Asia & Pacific;Upper middle income;2012;2020;2030;NA;81;81;Percent;Electricity;All technologies;81;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FJI;2020;Fiji;Fiji;East Asia & Pacific;Upper middle income;2009;2036;2036;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FJI;2023;Fiji;Fiji;East Asia & Pacific;Upper middle income;2009;2030;2036;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FRA;2001;France;France;Europe & Central Asia;High income;2001;2010;2030;NA;21;21;Percent;Electricity;All technologies;21;;https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN;;V1;;active;V1
FRA;2006;France;France;Europe & Central Asia;High income;2006;2020;2030;NA;10;10;Percent;Final energy;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf;;V1;;active;V1
FRA;2010;France;France;Europe & Central Asia;High income;2006;2020;2030;NA;23;23;Percent;Final energy;All technologies;23;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V1;;active;V1
FRA;2011;France;France;Europe & Central Asia;High income;2001;2020;2030;NA;27;27;Percent;Electricity;All technologies;27;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V1;;active;V1
FRA;2011;France;France;Europe & Central Asia;High income;2006;2020;2030;NA;27;27;Percent;Final energy;All technologies;27;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V1;;active;V1
FRA;2014;France;France;Europe & Central Asia;High income;2006;2030;2030;NA;32;32;Percent;Final energy;All technologies;32;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V1;;active;V1
FRA;2015;France;France;Europe & Central Asia;High income;2001;2030;2030;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V1;;active;V1
FRA;2019;France;France;Europe & Central Asia;High income;2001;2030;2030;NA;95;95;Percent;Electricity;All technologies;95;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
FRA;2023;France;France;Europe & Central Asia;High income;2001;2030;2030;NA;96;96;Percent;Electricity;All technologies;96;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
FRA;2023;France;France;Europe & Central Asia;High income;2006;2030;2030;NA;33;33;Percent;Final energy;All technologies;33;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
FSM;2011;Micronesia (Federated States of);Micronesia;East Asia & Pacific;Lower middle income;2011;2020;2030;NA;10;10;Percent;Electricity;All technologies;10;Only urban;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FSM;2011;Micronesia (Federated States of);Micronesia;East Asia & Pacific;Lower middle income;2011;2020;2030;NA;50;50;Percent;Electricity;All technologies;50;Only rural;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FSM;2020;Micronesia (Federated States of);Micronesia;East Asia & Pacific;Lower middle income;2011;2020;2030;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FSM;2022;Micronesia (Federated States of);Micronesia;East Asia & Pacific;Lower middle income;2011;2030;2030;NA;70;70;Percent;Electricity;All technologies;70;;https://unfccc.int/sites/default/files/NDC/2022-10/Updated%20NDC%20of%20the%20MICRONESIA.pdf;;V3;New non-EU-27 observation added in V3;active;V3
FSM;2023;Micronesia (Federated States of);Micronesia;East Asia & Pacific;Lower middle income;2023;2030;2030;NA;70;70;Percent;Final energy;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GAB;2010;Gabon;Gabon;Sub-Saharan Africa;Upper middle income;2010;2020;2020;NA;80;80;Percent;Final energy;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GAB;2011;Gabon;Gabon;Sub-Saharan Africa;Upper middle income;2011;2020;2025;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GAB;2015;Gabon;Gabon;Sub-Saharan Africa;Upper middle income;2011;2025;2025;NA;80;80;Percent;Electricity;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GAB;2020;Gabon;Gabon;Sub-Saharan Africa;Upper middle income;2011;2020;2025;NA;80;80;Percent;Electricity;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GBR;2001;United Kingdom of Great Britain and Northern Ireland;UK;Europe & Central Asia;High income;2001;2010;2035;NA;10;10;Percent;Electricity;All technologies;10;;https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN;;V3;New non-EU-27 observation added in V3;active;V3
GBR;2006;United Kingdom of Great Britain and Northern Ireland;UK;Europe & Central Asia;High income;2006;2020;2020;NA;15;15;Percent;Final energy;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GBR;2009;United Kingdom of Great Britain and Northern Ireland;UK;Europe & Central Asia;High income;2001;2020;2035;NA;15;15;Percent;Electricity;All technologies;15;;https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/228866/7686.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GBR;2020;United Kingdom of Great Britain and Northern Ireland;UK;Europe & Central Asia;High income;2001;2020;2035;NA;31;31;Percent;Electricity;All technologies;31;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GBR;2021;United Kingdom of Great Britain and Northern Ireland;UK;Europe & Central Asia;High income;2001;2035;2035;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GEO;2020;Georgia;Georgia;Europe & Central Asia;Upper middle income;2020;2030;2030;NA;35;35;Percent;Final energy;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GEO;2023;Georgia;Georgia;Europe & Central Asia;Upper middle income;2020;2030;2030;NA;27;27;Percent;Final energy;All technologies;27;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GHA;2009;Ghana;Ghana;Sub-Saharan Africa;Lower middle income;2009;2020;2050;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GHA;2016;Ghana;Ghana;Sub-Saharan Africa;Lower middle income;2009;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GHA;2021;Ghana;Ghana;Sub-Saharan Africa;Lower middle income;2009;2030;2050;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GIN;2013;Guinea;Guinea;Sub-Saharan Africa;Lower middle income;2013;2025;2025;NA;8;8;Percent;Electricity;Wind and solar;82;OtherRE (hydro) 73.85% in 2013;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;"Solar power 6% of electricity by 2025 / Wind 2% of electricity by 2025""""";V3;New non-EU-27 observation added in V3;active;V3
GIN;2015;Guinea;Guinea;Sub-Saharan Africa;Lower middle income;2015;2030;2030;NA;30;30;Percent;Final energy;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GMB;2014;Gambia (Republic of The);Gambia;Sub-Saharan Africa;Low income;2014;2020;2050;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GMB;2016;Gambia (Republic of The);Gambia;Sub-Saharan Africa;Low income;2014;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GMB;2020;Gambia (Republic of The);Gambia;Sub-Saharan Africa;Low income;2014;2030;2050;NA;48;48;Percent;Electricity;All technologies;48;Only grid-connected;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GMB;2020;Gambia (Republic of The);Gambia;Sub-Saharan Africa;Low income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GMB;2023;Gambia (Republic of The);Gambia;Sub-Saharan Africa;Low income;2020;2025;2050;NA;40;40;Percent;Final energy;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GNB;2014;Guinea Bissau;Guinea Bissau;Sub-Saharan Africa;Low income;2014;2015;2030;NA;2;2;Percent;Electricity;All technologies;2;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GNB;2020;Guinea Bissau;Guinea Bissau;Sub-Saharan Africa;Low income;2020;2030;2030;NA;30;30;Percent;Final energy;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GNB;2022;Guinea Bissau;Guinea Bissau;Sub-Saharan Africa;Low income;2014;2030;2030;NA;58;58;Percent;Electricity;All technologies;58;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GNB;2023;Guinea Bissau;Guinea Bissau;Sub-Saharan Africa;Low income;2020;2030;2030;NA;50;50;Percent;Final energy;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GRC;2001;Greece;Greece;Europe & Central Asia;High income;2001;2010;2030;NA;20;20;Percent;Electricity;All technologies;20;;https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN;;V1;;active;V1
GRC;2009;Greece;Greece;Europe & Central Asia;High income;2009;2020;2030;NA;18;18;Percent;Final energy;All technologies;18;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
GRC;2011;Greece;Greece;Europe & Central Asia;High income;2009;2020;2030;NA;20;20;Percent;Final energy;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V1;;active;V1
GRC;2011;Greece;Greece;Europe & Central Asia;High income;2001;2020;2030;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V1;;active;V1
GRC;2019;Greece;Greece;Europe & Central Asia;High income;2009;2030;2030;NA;35;35;Percent;Final energy;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V1;;active;V1
GRC;2019;Greece;Greece;Europe & Central Asia;High income;2001;2030;2030;NA;65;65;Percent;Electricity;All technologies;65;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
