Country_code;Year_decision;Country;Country_short;Region;Income_group;Year_first_decision;Year_target;Year_latest_target;Target_minimum;Target_maximum;Target_average;Unit;Target_type;RE_technology;Target_consistent;Miscellaneous;Source;Note.changes;added_in_version;change_reason;status;status_changed_in_version
PER;2018;Peru;Peru;Latin America & Caribbean;Upper middle income;2009;2030;2030;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PER;2018;Peru;Peru;Latin America & Caribbean;Upper middle income;2018;2030;2030;NA;15;15;Percent;Final energy;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PER;2019;Peru;Peru;Latin America & Caribbean;Upper middle income;2009;2030;2030;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2009;Philippines;Philippines;East Asia & Pacific;Lower middle income;2009;2013;2050;NA;5;5;Percent;Electricity;All technologies;5;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2010;Philippines;Philippines;East Asia & Pacific;Lower middle income;2009;2020;2050;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2016;Philippines;Philippines;East Asia & Pacific;Lower middle income;2009;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2020;Philippines;Philippines;East Asia & Pacific;Lower middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2021;Philippines;Philippines;East Asia & Pacific;Lower middle income;2009;2030;2050;NA;37;37;Percent;Electricity;All technologies;37;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2021;Philippines;Philippines;East Asia & Pacific;Lower middle income;2009;2040;2050;NA;56;56;Percent;Electricity;All technologies;56;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2022;Philippines;Philippines;East Asia & Pacific;Lower middle income;2009;2040;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2022;Philippines;Philippines;East Asia & Pacific;Lower middle income;2009;2030;2050;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PHL;2022;Philippines;Philippines;East Asia & Pacific;Lower middle income;2009;2030;2050;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PLW;2016;Palau;Palau;East Asia & Pacific;High income;2016;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PLW;2020;Palau;Palau;East Asia & Pacific;High income;2016;2020;2050;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PLW;2020;Palau;Palau;East Asia & Pacific;High income;2016;2025;2050;NA;45;45;Percent;Electricity;All technologies;45;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PNG;2015;Papua New Guinea;Papua New Guinea;East Asia & Pacific;Lower middle income;2015;2030;2030;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PNG;2020;Papua New Guinea;Papua New Guinea;East Asia & Pacific;Lower middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
POL;2004;Poland;Poland;Europe & Central Asia;High income;2004;2010;2030;NA;8;8;Percent;Electricity;All technologies;8;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf;;V1;;active;V1
POL;2006;Poland;Poland;Europe & Central Asia;High income;2006;2020;2030;NA;15;15;Percent;Final energy;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf;;V1;;active;V1
POL;2013;Poland;Poland;Europe & Central Asia;High income;2004;2020;2030;NA;19;19;Percent;Electricity;All technologies;19;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V1;;active;V1
POL;2014;Poland;Poland;Europe & Central Asia;High income;2006;2020;2030;NA;16;16;Percent;Final energy;All technologies;16;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V1;;active;V1
POL;2019;Poland;Poland;Europe & Central Asia;High income;2004;2030;2030;NA;32;32;Percent;Electricity;All technologies;32;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
POL;2020;Poland;Poland;Europe & Central Asia;High income;2006;2030;2030;NA;21;21;Percent;Final energy;All technologies;21;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
POL;2023;Poland;Poland;Europe & Central Asia;High income;2006;2030;2030;NA;22;22;Percent;Final energy;All technologies;22;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
POL;2023;Poland;Poland;Europe & Central Asia;High income;2004;2030;2030;NA;51;51;Percent;Electricity;All technologies;51;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
PRK;2015;Korea (Democratic People's Republic of );North Korea;East Asia & Pacific;Low income;2015;2030;2030;NA;8;8;Percent;Electricity;All technologies;8;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PRK;2015;Korea (Democratic People's Republic of );North Korea;East Asia & Pacific;Low income;2015;2015;2030;NA;3;3;Percent;Electricity;All technologies;3;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PRK;2015;Korea (Democratic People's Republic of );North Korea;East Asia & Pacific;Low income;2015;2020;2030;NA;5;5;Percent;Electricity;All technologies;5;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
PRT;2001;Portugal;Portugal;Europe & Central Asia;High income;2001;2010;2030;NA;39;39;Percent;Electricity;All technologies;39;;https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN;;V1;;active;V1
PRT;2004;Portugal;Portugal;Europe & Central Asia;High income;2001;2010;2030;NA;46;46;Percent;Electricity;All technologies;46;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf;;V1;;active;V1
PRT;2009;Portugal;Portugal;Europe & Central Asia;High income;2009;2020;2030;NA;31;31;Percent;Final energy;All technologies;31;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
PRT;2012;Portugal;Portugal;Europe & Central Asia;High income;2001;2020;2030;NA;59;59;Percent;Electricity;All technologies;59;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V1;;active;V1
PRT;2013;Portugal;Portugal;Europe & Central Asia;High income;2001;2020;2030;NA;45;45;Percent;Electricity;All technologies;45;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V1;;active;V1
PRT;2015;Portugal;Portugal;Europe & Central Asia;High income;2009;2030;2030;NA;40;40;Percent;Final energy;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V1;;active;V1
PRT;2016;Portugal;Portugal;Europe & Central Asia;High income;2001;2020;2030;NA;60;60;Percent;Electricity;All technologies;60;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V1;;active;V1
PRT;2018;Portugal;Portugal;Europe & Central Asia;High income;2009;2030;2030;NA;47;47;Percent;Final energy;All technologies;47;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V1;;active;V1
PRT;2019;Portugal;Portugal;Europe & Central Asia;High income;2001;2030;2030;NA;88;88;Percent;Electricity;All technologies;88;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
PRT;2023;Portugal;Portugal;Europe & Central Asia;High income;2009;2030;2030;NA;49;49;Percent;Final energy;All technologies;49;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
PRT;2023;Portugal;Portugal;Europe & Central Asia;High income;2001;2030;2030;NA;96;96;Percent;Electricity;All technologies;96;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
PRY;2015;Paraguay;Paraguay;Latin America & Caribbean;Upper middle income;2015;2030;2030;NA;60;60;Percent additional;Electricity;All technologies;160;Base year 2014, current RE in 2014 99.98%;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
QAT;2012;Qatar;Qatar;Middle East & North Africa;High income;2012;2030;2030;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
QAT;2013;Qatar;Qatar;Middle East & North Africa;High income;2012;2020;2030;NA;2;2;Percent;Electricity;All technologies;2;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
QAT;2020;Qatar;Qatar;Middle East & North Africa;High income;2012;2020;2030;NA;6;6;Percent;Electricity;All technologies;6;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ROU;2009;Romania;Romania;Europe & Central Asia;High income;2009;2020;2030;NA;24;24;Percent;Final energy;All technologies;24;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
ROU;2010;Romania;Romania;Europe & Central Asia;High income;2010;2015;2030;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V1;;active;V1
ROU;2010;Romania;Romania;Europe & Central Asia;High income;2010;2020;2030;NA;38;38;Percent;Electricity;All technologies;38;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V1;;active;V1
ROU;2011;Romania;Romania;Europe & Central Asia;High income;2010;2020;2030;NA;43;43;Percent;Electricity;All technologies;43;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V1;;active;V1
ROU;2019;Romania;Romania;Europe & Central Asia;High income;2010;2030;2030;NA;70;70;Percent;Electricity;All technologies;70;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
ROU;2020;Romania;Romania;Europe & Central Asia;High income;2009;2030;2030;NA;31;31;Percent;Final energy;All technologies;31;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
ROU;2023;Romania;Romania;Europe & Central Asia;High income;2009;2030;2030;NA;34;34;Percent;Final energy;All technologies;34;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
ROU;2023;Romania;Romania;Europe & Central Asia;High income;2010;2030;2030;NA;81;81;Percent;Electricity;All technologies;81;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
RUS;2006;Russian Federation;Russia;Europe & Central Asia;High income;2006;2010;2024;NA;2;2;Percent;Electricity;All technologies except large hydro;19.47;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf;cannot find the target;V3;New non-EU-27 observation added in V3;active;V3
RUS;2006;Russian Federation;Russia;Europe & Central Asia;High income;2006;2020;2024;NA;5;5;Percent;Electricity;All technologies except large hydro;22.47;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
RUS;2010;Russian Federation;Russia;Europe & Central Asia;High income;2006;2020;2024;NA;5;5;Percent;Electricity;All technologies except large hydro;21.04;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;should be 4.5%;V3;New non-EU-27 observation added in V3;active;V3
RUS;2019;Russian Federation;Russia;Europe & Central Asia;High income;2006;2024;2024;NA;20;20;Percent;Electricity;All technologies except large hydro;37.38;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
RWA;2010;Rwanda;Rwanda;Sub-Saharan Africa;Low income;2010;2012;2050;NA;90;90;Percent;Electricity;All technologies;90;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
RWA;2016;Rwanda;Rwanda;Sub-Saharan Africa;Low income;2010;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
RWA;2020;Rwanda;Rwanda;Sub-Saharan Africa;Low income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
RWA;2021;Rwanda;Rwanda;Sub-Saharan Africa;Low income;2010;2024;2050;NA;60;60;Percent;Electricity;All technologies;60;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SAU;2021;Saudi Arabia;Saudi Arabia;Middle East & North Africa;High income;2021;2030;2030;NA;50;50;Percent;Electricity;All technologies;50;;https://unfccc.int/sites/default/files/resource/202203111154---KSA%20NDC%202021.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SDN;2012;Sudan;Sudan;Sub-Saharan Africa;Low income;2012;2016;2050;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SDN;2014;Sudan;Sudan;Sub-Saharan Africa;Low income;2012;2031;2050;NA;11;11;Percent;Electricity;All technologies;11;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SDN;2015;Sudan;Sudan;Sub-Saharan Africa;Low income;2012;2030;2050;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SDN;2016;Sudan;Sudan;Sub-Saharan Africa;Low income;2012;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SDN;2022;Sudan;Sudan;Sub-Saharan Africa;Low income;2022;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SEN;2011;Senegal;Senegal;Sub-Saharan Africa;Lower middle income;2011;2020;2050;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SEN;2014;Senegal;Senegal;Sub-Saharan Africa;Lower middle income;2011;2017;2050;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SEN;2016;Senegal;Senegal;Sub-Saharan Africa;Lower middle income;2011;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SEN;2022;Senegal;Senegal;Sub-Saharan Africa;Lower middle income;2011;2025;2050;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SEN;2023;Senegal;Senegal;Sub-Saharan Africa;Lower middle income;2023;2030;2030;NA;40;40;Percent;Final energy;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SGP;2015;Singapore;Singapore;East Asia & Pacific;High income;2015;NA;2035;NA;8;8;Percent;Electricity;All technologies;8;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SGP;2021;Singapore;Singapore;East Asia & Pacific;High income;2015;2035;2035;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLB;2011;Solomon Islands;Solomon Islands;East Asia & Pacific;Lower middle income;2011;2015;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLB;2016;Solomon Islands;Solomon Islands;East Asia & Pacific;Lower middle income;2011;2030;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLB;2020;Solomon Islands;Solomon Islands;East Asia & Pacific;Lower middle income;2011;2020;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLB;2020;Solomon Islands;Solomon Islands;East Asia & Pacific;Lower middle income;2020;2030;2030;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLB;2021;Solomon Islands;Solomon Islands;East Asia & Pacific;Lower middle income;2011;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLE;2015;Sierra Leone;Sierra Leone;Sub-Saharan Africa;Low income;2015;2030;2030;NA;36;36;Percent;Electricity;All technologies;36;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLE;2015;Sierra Leone;Sierra Leone;Sub-Saharan Africa;Low income;2015;2020;2030;NA;33;33;Percent;Electricity;All technologies;33;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLE;2015;Sierra Leone;Sierra Leone;Sub-Saharan Africa;Low income;2015;2015;2030;NA;18;18;Percent;Electricity;All technologies;18;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLE;2020;Sierra Leone;Sierra Leone;Sub-Saharan Africa;Low income;2015;2020;2030;NA;52;52;Percent;Electricity;All technologies;52;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLE;2023;Sierra Leone;Sierra Leone;Sub-Saharan Africa;Low income;2023;2030;2030;NA;65;65;Percent;Final energy;All technologies;65;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLV;2021;El Salvador;El Salvador;Latin America & Caribbean;Upper middle income;2021;2030;2030;NA;86;86;Percent;Electricity;All technologies;86;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SLV;2021;El Salvador;El Salvador;Latin America & Caribbean;Upper middle income;2021;2025;2030;NA;84;84;Percent;Electricity;All technologies;84;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SRB;2011;Serbia;Serbia;Europe & Central Asia;Upper middle income;2011;2020;2050;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SRB;2011;Serbia;Serbia;Europe & Central Asia;Upper middle income;2011;NA;2020;NA;33;33;Percent;Final energy;All technologies;33;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SRB;2012;Serbia;Serbia;Europe & Central Asia;Upper middle income;2011;2020;2020;NA;27;27;Percent;Final energy;All technologies;27;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SRB;2013;Serbia;Serbia;Europe & Central Asia;Upper middle income;2011;2021;2050;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SRB;2014;Serbia;Serbia;Europe & Central Asia;Upper middle income;2011;2017;2050;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SRB;2016;Serbia;Serbia;Europe & Central Asia;Upper middle income;2011;2020;2050;NA;37;37;Percent;Electricity;All technologies;37;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SRB;2021;Serbia;Serbia;Europe & Central Asia;Upper middle income;2011;2040;2050;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SRB;2021;Serbia;Serbia;Europe & Central Asia;Upper middle income;2011;2050;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SSD;2016;South Sudan;South Sudan;Sub-Saharan Africa;Low income;2016;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SSD;2020;South Sudan;South Sudan;Sub-Saharan Africa;Low income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
STP;2020;Sao Tome And Principe;Sao Tome And Principe;Sub-Saharan Africa;Lower middle income;2020;2030;2030;NA;47;47;Percent;Electricity;All technologies;47;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
STP;2023;Sao Tome And Principe;Sao Tome And Principe;Sub-Saharan Africa;Lower middle income;2023;2030;2030;NA;50;50;Percent;Final energy;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SUR;2015;Suriname;Suriname;Latin America & Caribbean;Upper middle income;2015;2025;2025;NA;25;25;Percent;Final energy;All technologies;25;;https://unfccc.int/sites/default/files/NDC/2022-06/Suriname%20Second%20NDC.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SUR;2020;Suriname;Suriname;Latin America & Caribbean;Upper middle income;2020;2025;2030;NA;25;25;Percent;Electricity;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SUR;2020;Suriname;Suriname;Latin America & Caribbean;Upper middle income;2020;2030;2030;NA;35;35;Percent;Electricity;All technologies;35;;https://unfccc.int/sites/default/files/NDC/2022-06/Suriname%20Second%20NDC.pdf;;V3;New non-EU-27 observation added in V3;active;V3
SVK;2004;Slovakia;Slovakia;Europe & Central Asia;High income;2004;2010;2030;NA;31;31;Percent;Electricity;All technologies;31;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf;;V1;;active;V1
SVK;2009;Slovakia;Slovakia;Europe & Central Asia;High income;2009;2020;2030;NA;14;14;Percent;Final energy;All technologies;14;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
SVK;2013;Slovakia;Slovakia;Europe & Central Asia;High income;2004;2020;2030;NA;24;24;Percent;Electricity;All technologies;24;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V1;;active;V1
SVK;2017;Slovakia;Slovakia;Europe & Central Asia;High income;2009;2020;2030;NA;13;13;Percent;Final energy;All technologies;13;;https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf;;V1;;active;V1
SVK;2019;Slovakia;Slovakia;Europe & Central Asia;High income;2004;2030;2030;NA;90;90;Percent;Electricity;All technologies;90;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
SVK;2020;Slovakia;Slovakia;Europe & Central Asia;High income;2009;2030;2030;NA;19;19;Percent;Final energy;All technologies;19;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
SVN;2004;Slovenia;Slovenia;Europe & Central Asia;High income;2004;2010;2030;NA;34;34;Percent;Electricity;All technologies;34;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf;;V1;;active;V1
SVN;2009;Slovenia;Slovenia;Europe & Central Asia;High income;2009;2020;2030;NA;25;25;Percent;Final energy;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
